"id";"wind_direction";"spot";"wind_speed";"fact_shape";"date";"description";"wide_probability";"barrel_probability";"closing_probability";"lineup_probability";"period";"swell_direction";"swell_size"
371;"Sudoeste";"Deck Salva Vidas";"Vento Moderado";"Onda gorda";"2020-04-30 08:00:00";"P(Fechando|<Deck Salva Vidas, Oeste, Aragem, 8, Nordeste, Meio a um metro>) = 0,00006/0,00025 = 0,25480P(Cavado|<Deck Salva Vidas, Oeste, Aragem, 8, Nordeste, Meio a um metro>) = 0,00000/0,00025 = 0,00847P(Alinhado|<Deck Salva Vidas, Oeste, Aragem, 8, Nordeste, Meio a um metro>) = 0,00002/0,00025 = 0,06482P(Onda gorda|<Deck Salva Vidas, Oeste, Aragem, 8, Nordeste, Meio a um metro>) = 0,00017/0,00025 = 0,67191";0.6719122846754858;0.008470676692162261;0.2547981433219661;0.06481889531038569;"7.6";"Nordeste";"Meio a um metro"
372;"Sul";"Deck Salva Vidas";"Vento Moderado";"Cavado";"2020-04-30 10:00:00";"P(Fechando|<Deck Salva Vidas, Sudoeste, Vento Moderado, 8, Nordeste, Meio a um metro>) = 0,00046/0,00205 = 0,22399P(Cavado|<Deck Salva Vidas, Sudoeste, Vento Moderado, 8, Nordeste, Meio a um metro>) = 0,00022/0,00205 = 0,10592P(Alinhado|<Deck Salva Vidas, Sudoeste, Vento Moderado, 8, Nordeste, Meio a um metro>) = 0,00011/0,00205 = 0,05333P(Onda gorda|<Deck Salva Vidas, Sudoeste, Vento Moderado, 8, Nordeste, Meio a um metro>) = 0,00126/0,00205 = 0,61676";0.6167553148728447;0.10592490349456336;0.22399390442442;0.05332587720817199;"7.6";"Nordeste";"Meio a um metro"
373;"Sul";"Deck Salva Vidas";"Vento Fresco";"Onda gorda";"2020-04-30 11:00:00";"P(Fechando|<Deck Salva Vidas, Sul, Vento Moderado, 8, Nordeste, Meio a um metro>) = 0,00050/0,00180 = 0,27832P(Cavado|<Deck Salva Vidas, Sul, Vento Moderado, 8, Nordeste, Meio a um metro>) = 0,00017/0,00180 = 0,09525P(Alinhado|<Deck Salva Vidas, Sul, Vento Moderado, 8, Nordeste, Meio a um metro>) = 0,00001/0,00180 = 0,00759P(Onda gorda|<Deck Salva Vidas, Sul, Vento Moderado, 8, Nordeste, Meio a um metro>) = 0,00111/0,00180 = 0,61884";0.6188435313729973;0.09524698922942851;0.2783173510275297;0.007592128370044427;"7.5";"Nordeste";"Meio a um metro"
374;"Sul";"Deck Salva Vidas";"Vento Fresco";"Fechando";"2020-04-30 12:00:00";"P(Fechando|<Deck Salva Vidas, Sul, Vento Fresco, 8, Nordeste, Meio a um metro>) = 0,00035/0,00131 = 0,26992P(Cavado|<Deck Salva Vidas, Sul, Vento Fresco, 8, Nordeste, Meio a um metro>) = 0,00011/0,00131 = 0,08179P(Alinhado|<Deck Salva Vidas, Sul, Vento Fresco, 8, Nordeste, Meio a um metro>) = 0,00001/0,00131 = 0,00417P(Onda gorda|<Deck Salva Vidas, Sul, Vento Fresco, 8, Nordeste, Meio a um metro>) = 0,00084/0,00131 = 0,64412";0.6441206109442508;0.08178836857917746;0.26991864095035184;0.004172379526219943;"7.5";"Nordeste";"Meio a um metro"
375;"Sul";"Deck Salva Vidas";"Vento Moderado";"Onda gorda";"2020-04-30 14:00:00";"P(Fechando|<Deck Salva Vidas, Sul, Vento Fresco, 8, Nordeste, Meio a um metro>) = 0,00035/0,00131 = 0,26992P(Cavado|<Deck Salva Vidas, Sul, Vento Fresco, 8, Nordeste, Meio a um metro>) = 0,00011/0,00131 = 0,08179P(Alinhado|<Deck Salva Vidas, Sul, Vento Fresco, 8, Nordeste, Meio a um metro>) = 0,00001/0,00131 = 0,00417P(Onda gorda|<Deck Salva Vidas, Sul, Vento Fresco, 8, Nordeste, Meio a um metro>) = 0,00084/0,00131 = 0,64412";0.6441206109442508;0.08178836857917746;0.26991864095035184;0.004172379526219943;"7.5";"Nordeste";"Meio a um metro"
376;"Sudeste";"Deck Salva Vidas";"Vento Fresco";"Fechando";"2020-04-30 17:00:00";"P(Fechando|<Deck Salva Vidas, Sul, Vento Moderado, 8, Nordeste, Meio a um metro>) = 0,00050/0,00180 = 0,27832P(Cavado|<Deck Salva Vidas, Sul, Vento Moderado, 8, Nordeste, Meio a um metro>) = 0,00017/0,00180 = 0,09525P(Alinhado|<Deck Salva Vidas, Sul, Vento Moderado, 8, Nordeste, Meio a um metro>) = 0,00001/0,00180 = 0,00759P(Onda gorda|<Deck Salva Vidas, Sul, Vento Moderado, 8, Nordeste, Meio a um metro>) = 0,00111/0,00180 = 0,61884";0.6188435313729973;0.09524698922942851;0.2783173510275297;0.007592128370044427;"7.5";"Nordeste";"Meio a um metro"
377;"Sul";"Deck Salva Vidas";"Vento Moderado";"Onda gorda";"2020-05-02 07:00:00";"P(Fechando|<Deck Salva Vidas, Sudeste, Vento Fresco, 8, Nordeste, Meio a um metro>) = 0,00004/0,00057 = 0,07762P(Cavado|<Deck Salva Vidas, Sudeste, Vento Fresco, 8, Nordeste, Meio a um metro>) = 0,00001/0,00057 = 0,01254P(Alinhado|<Deck Salva Vidas, Sudeste, Vento Fresco, 8, Nordeste, Meio a um metro>) = 0,00002/0,00057 = 0,02879P(Onda gorda|<Deck Salva Vidas, Sudeste, Vento Fresco, 8, Nordeste, Meio a um metro>) = 0,00050/0,00057 = 0,88105";0.8810455312774269;0.012543261782002034;0.0776163277882133;0.028794879152357712;"12.3";"Leste";"Flat"
378;"Sul";"Deck Salva Vidas";"Vento Moderado";"Onda gorda";"2020-05-02 08:00:00";"P(Fechando|<Deck Salva Vidas, Sul, Vento Moderado, 12, Leste, Flat>) = 0,00002/0,00007 = 0,30993P(Cavado|<Deck Salva Vidas, Sul, Vento Moderado, 12, Leste, Flat>) = 0,00002/0,00007 = 0,23429P(Alinhado|<Deck Salva Vidas, Sul, Vento Moderado, 12, Leste, Flat>) = 0,00000/0,00007 = 0,00000P(Onda gorda|<Deck Salva Vidas, Sul, Vento Moderado, 12, Leste, Flat>) = 0,00003/0,00007 = 0,45578";0.4557775240367198;0.23428911801043276;0.30993335795284754;0.0;"12.3";"Leste";"Flat"
379;"Sul";"Deck Salva Vidas";"Vento Fresco";"Onda gorda";"2020-05-02 11:00:00";"P(Fechando|<Deck Salva Vidas, Sul, Vento Moderado, 12, Leste, Flat>) = 0,00002/0,00007 = 0,30993P(Cavado|<Deck Salva Vidas, Sul, Vento Moderado, 12, Leste, Flat>) = 0,00002/0,00007 = 0,23429P(Alinhado|<Deck Salva Vidas, Sul, Vento Moderado, 12, Leste, Flat>) = 0,00000/0,00007 = 0,00000P(Onda gorda|<Deck Salva Vidas, Sul, Vento Moderado, 12, Leste, Flat>) = 0,00003/0,00007 = 0,45578";0.4557775240367198;0.23428911801043276;0.30993335795284754;0.0;"12.2";"Leste";"Flat"
380;"Sul";"Deck Salva Vidas";"Vento Fresco";"Cavado";"2020-05-02 15:00:00";"P(Fechando|<Deck Salva Vidas, Sul, Vento Fresco, 12, Leste, Flat>) = 0,00002/0,00005 = 0,30792P(Cavado|<Deck Salva Vidas, Sul, Vento Fresco, 12, Leste, Flat>) = 0,00001/0,00005 = 0,20610P(Alinhado|<Deck Salva Vidas, Sul, Vento Fresco, 12, Leste, Flat>) = 0,00000/0,00005 = 0,00000P(Onda gorda|<Deck Salva Vidas, Sul, Vento Fresco, 12, Leste, Flat>) = 0,00002/0,00005 = 0,48598";0.4859807356695103;0.20609725872472068;0.3079220056057691;0.0;"12.0";"Leste";"Meio a um metro"
381;"Sudoeste";"Deck Salva Vidas";"Vento Muito Fresco";"Onda gorda";"2020-05-03 07:00:00";"P(Fechando|<Deck Salva Vidas, Sul, Vento Fresco, 12, Leste, Meio a um metro>) = 0,00010/0,00022 = 0,46115P(Cavado|<Deck Salva Vidas, Sul, Vento Fresco, 12, Leste, Meio a um metro>) = 0,00007/0,00022 = 0,31483P(Alinhado|<Deck Salva Vidas, Sul, Vento Fresco, 12, Leste, Meio a um metro>) = 0,00000/0,00022 = 0,00000P(Onda gorda|<Deck Salva Vidas, Sul, Vento Fresco, 12, Leste, Meio a um metro>) = 0,00005/0,00022 = 0,22403";0.22402836847770252;0.31482564141701086;0.4611459901052866;0.0;"11.4";"Leste";"Meio a um metro"
382;"Sudoeste";"Deck Salva Vidas";"Vento Muito Fresco";"Onda gorda";"2020-05-03 09:00:00";"P(Fechando|<Deck Salva Vidas, Sudoeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00020/0,00050 = 0,40909P(Cavado|<Deck Salva Vidas, Sudoeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00004/0,00050 = 0,08015P(Alinhado|<Deck Salva Vidas, Sudoeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00000/0,00050 = 0,00000P(Onda gorda|<Deck Salva Vidas, Sudoeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00026/0,00050 = 0,51076";0.5107590132113112;0.08015298753426056;0.40908799925442824;0.0;"11.4";"Leste";"Meio a um metro"
383;"Sudoeste";"Deck Salva Vidas";"Vento Fresco";"Onda gorda";"2020-05-03 12:00:00";"P(Fechando|<Deck Salva Vidas, Sudoeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00020/0,00050 = 0,40909P(Cavado|<Deck Salva Vidas, Sudoeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00004/0,00050 = 0,08015P(Alinhado|<Deck Salva Vidas, Sudoeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00000/0,00050 = 0,00000P(Onda gorda|<Deck Salva Vidas, Sudoeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00026/0,00050 = 0,51076";0.5107590132113112;0.08015298753426056;0.40908799925442824;0.0;"11.4";"Leste";"Meio a um metro"
384;"Sul";"Deck Salva Vidas";"Vento Moderado";"Onda gorda";"2020-05-03 14:00:00";"P(Fechando|<Deck Salva Vidas, Sudoeste, Vento Fresco, 11, Leste, Meio a um metro>) = 0,00018/0,00047 = 0,37514P(Cavado|<Deck Salva Vidas, Sudoeste, Vento Fresco, 11, Leste, Meio a um metro>) = 0,00002/0,00047 = 0,04764P(Alinhado|<Deck Salva Vidas, Sudoeste, Vento Fresco, 11, Leste, Meio a um metro>) = 0,00000/0,00047 = 0,00000P(Onda gorda|<Deck Salva Vidas, Sudoeste, Vento Fresco, 11, Leste, Meio a um metro>) = 0,00027/0,00047 = 0,57722";0.5772206370800862;0.04763981926606045;0.3751395436538534;0.0;"11.4";"Leste";"Meio a um metro"
385;"Noroeste";"Deck Salva Vidas";"Vento Fraco";"Onda gorda";"2020-05-04 07:00:00";"P(Fechando|<Deck Salva Vidas, Sul, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00027/0,00061 = 0,44217P(Cavado|<Deck Salva Vidas, Sul, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00003/0,00061 = 0,04590P(Alinhado|<Deck Salva Vidas, Sul, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00000/0,00061 = 0,00000P(Onda gorda|<Deck Salva Vidas, Sul, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00031/0,00061 = 0,51193";0.5119311699857476;0.04589560557158851;0.4421732244426638;0.0;"11.0";"Leste";"Meio a um metro"
386;"Noroeste";"Deck Salva Vidas";"Vento Moderado";"Onda gorda";"2020-05-04 09:00:00";"P(Fechando|<Deck Salva Vidas, Noroeste, Vento Fraco, 11, Leste, Meio a um metro>) = 0,00008/0,00028 = 0,27058P(Cavado|<Deck Salva Vidas, Noroeste, Vento Fraco, 11, Leste, Meio a um metro>) = 0,00001/0,00028 = 0,02067P(Alinhado|<Deck Salva Vidas, Noroeste, Vento Fraco, 11, Leste, Meio a um metro>) = 0,00000/0,00028 = 0,00000P(Onda gorda|<Deck Salva Vidas, Noroeste, Vento Fraco, 11, Leste, Meio a um metro>) = 0,00020/0,00028 = 0,70875";0.70874671654775;0.02066894286346924;0.2705843405887807;0.0;"10.9";"Leste";"Meio a um metro"
387;"Noroeste";"Deck Salva Vidas";"Vento Fresco";"Onda gorda";"2020-05-04 12:00:00";"P(Fechando|<Deck Salva Vidas, Noroeste, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00024/0,00084 = 0,28196P(Cavado|<Deck Salva Vidas, Noroeste, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00002/0,00084 = 0,02230P(Alinhado|<Deck Salva Vidas, Noroeste, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00000/0,00084 = 0,00000P(Onda gorda|<Deck Salva Vidas, Noroeste, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00058/0,00084 = 0,69574";0.6957408583873064;0.02229812851743038;0.2819610130952632;0.0;"10.8";"Leste";"Meio a um metro"
388;"Noroeste";"Deck Salva Vidas";"Vento Muito Fresco";"Onda gorda";"2020-05-04 14:00:00";"P(Fechando|<Deck Salva Vidas, Noroeste, Vento Fresco, 11, Leste, Meio a um metro>) = 0,00017/0,00062 = 0,26895P(Cavado|<Deck Salva Vidas, Noroeste, Vento Fresco, 11, Leste, Meio a um metro>) = 0,00001/0,00062 = 0,01883P(Alinhado|<Deck Salva Vidas, Noroeste, Vento Fresco, 11, Leste, Meio a um metro>) = 0,00000/0,00062 = 0,00000P(Onda gorda|<Deck Salva Vidas, Noroeste, Vento Fresco, 11, Leste, Meio a um metro>) = 0,00044/0,00062 = 0,71222";0.7122230276490414;0.018831758031766323;0.26894521431919216;0.0;"10.9";"Leste";"Meio a um metro"
389;"Norte";"Deck Salva Vidas";"Vento Muito Fresco";"Onda gorda";"2020-05-04 16:00:00";"P(Fechando|<Deck Salva Vidas, Noroeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00020/0,00064 = 0,30704P(Cavado|<Deck Salva Vidas, Noroeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00002/0,00064 = 0,03317P(Alinhado|<Deck Salva Vidas, Noroeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00000/0,00064 = 0,00000P(Onda gorda|<Deck Salva Vidas, Noroeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00042/0,00064 = 0,65979";0.6597856044665016;0.033170583371932606;0.30704381216156573;0.0;"10.9";"Leste";"Meio a um metro"
390;"Noroeste";"Deck Salva Vidas";"Vento Muito Fresco";"Onda gorda";"2020-05-05 07:00:00";"P(Fechando|<Deck Salva Vidas, Norte, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00012/0,00052 = 0,23397P(Cavado|<Deck Salva Vidas, Norte, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00001/0,00052 = 0,02450P(Alinhado|<Deck Salva Vidas, Norte, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00000/0,00052 = 0,00000P(Onda gorda|<Deck Salva Vidas, Norte, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00038/0,00052 = 0,74153";0.7415316755832065;0.024498515722641;0.23396980869415235;0.0;"11.2";"Leste";"Meio a um metro"
391;"Noroeste";"Deck Salva Vidas";"Vento Fresco";"Onda gorda";"2020-05-05 09:00:00";"P(Fechando|<Deck Salva Vidas, Noroeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00020/0,00064 = 0,30704P(Cavado|<Deck Salva Vidas, Noroeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00002/0,00064 = 0,03317P(Alinhado|<Deck Salva Vidas, Noroeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00000/0,00064 = 0,00000P(Onda gorda|<Deck Salva Vidas, Noroeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00042/0,00064 = 0,65979";0.6597856044665016;0.033170583371932606;0.30704381216156573;0.0;"11.3";"Leste";"Meio a um metro"
392;"Noroeste";"Deck Salva Vidas";"Vento Fresco";"Onda gorda";"2020-05-05 11:00:00";"P(Fechando|<Deck Salva Vidas, Noroeste, Vento Fresco, 11, Leste, Meio a um metro>) = 0,00017/0,00062 = 0,26895P(Cavado|<Deck Salva Vidas, Noroeste, Vento Fresco, 11, Leste, Meio a um metro>) = 0,00001/0,00062 = 0,01883P(Alinhado|<Deck Salva Vidas, Noroeste, Vento Fresco, 11, Leste, Meio a um metro>) = 0,00000/0,00062 = 0,00000P(Onda gorda|<Deck Salva Vidas, Noroeste, Vento Fresco, 11, Leste, Meio a um metro>) = 0,00044/0,00062 = 0,71222";0.7122230276490414;0.018831758031766323;0.26894521431919216;0.0;"11.3";"Leste";"Meio a um metro"
393;"Noroeste";"Deck Salva Vidas";"Vento Muito Fresco";"Onda gorda";"2020-05-05 14:00:00";"P(Fechando|<Deck Salva Vidas, Noroeste, Vento Fresco, 11, Leste, Meio a um metro>) = 0,00017/0,00062 = 0,26895P(Cavado|<Deck Salva Vidas, Noroeste, Vento Fresco, 11, Leste, Meio a um metro>) = 0,00001/0,00062 = 0,01883P(Alinhado|<Deck Salva Vidas, Noroeste, Vento Fresco, 11, Leste, Meio a um metro>) = 0,00000/0,00062 = 0,00000P(Onda gorda|<Deck Salva Vidas, Noroeste, Vento Fresco, 11, Leste, Meio a um metro>) = 0,00044/0,00062 = 0,71222";0.7122230276490414;0.018831758031766323;0.26894521431919216;0.0;"11.3";"Leste";"Meio a um metro"
394;"Noroeste";"Deck Salva Vidas";"Vento Fresco";"Onda gorda";"2020-05-05 17:00:00";"P(Fechando|<Deck Salva Vidas, Noroeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00020/0,00064 = 0,30704P(Cavado|<Deck Salva Vidas, Noroeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00002/0,00064 = 0,03317P(Alinhado|<Deck Salva Vidas, Noroeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00000/0,00064 = 0,00000P(Onda gorda|<Deck Salva Vidas, Noroeste, Vento Muito Fresco, 11, Leste, Meio a um metro>) = 0,00042/0,00064 = 0,65979";0.6597856044665016;0.033170583371932606;0.30704381216156573;0.0;"11.2";"Leste";"Meio a um metro"
395;"Noroeste";"Deck Salva Vidas";"Vento Fresco";"Onda gorda";"2020-05-05 17:00:00";"P(Fechando|<Deck Salva Vidas, Noroeste, Vento Fresco, 11, Leste, Meio a um metro>) = 0,00017/0,00062 = 0,26895P(Cavado|<Deck Salva Vidas, Noroeste, Vento Fresco, 11, Leste, Meio a um metro>) = 0,00001/0,00062 = 0,01883P(Alinhado|<Deck Salva Vidas, Noroeste, Vento Fresco, 11, Leste, Meio a um metro>) = 0,00000/0,00062 = 0,00000P(Onda gorda|<Deck Salva Vidas, Noroeste, Vento Fresco, 11, Leste, Meio a um metro>) = 0,00044/0,00062 = 0,71222";0.7122230276490414;0.018831758031766323;0.26894521431919216;0.0;"11.2";"Leste";"Meio a um metro"
396;"Sul";"Deck Salva Vidas";"Vento Moderado";"Fechando";"2020-05-06 07:00:00";"P(Fechando|<Deck Salva Vidas, Noroeste, Vento Fresco, 11, Leste, Meio a um metro>) = 0,00017/0,00062 = 0,26895P(Cavado|<Deck Salva Vidas, Noroeste, Vento Fresco, 11, Leste, Meio a um metro>) = 0,00001/0,00062 = 0,01883P(Alinhado|<Deck Salva Vidas, Noroeste, Vento Fresco, 11, Leste, Meio a um metro>) = 0,00000/0,00062 = 0,00000P(Onda gorda|<Deck Salva Vidas, Noroeste, Vento Fresco, 11, Leste, Meio a um metro>) = 0,00044/0,00062 = 0,71222";0.7122230276490414;0.018831758031766323;0.26894521431919216;0.0;"10.5";"Leste";"Meio a um metro"
397;"Sul";"Deck Salva Vidas";"Vento Moderado";"Fechando";"2020-05-06 08:00:00";"P(Fechando|<Deck Salva Vidas, Sul, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00027/0,00061 = 0,44217P(Cavado|<Deck Salva Vidas, Sul, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00003/0,00061 = 0,04590P(Alinhado|<Deck Salva Vidas, Sul, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00000/0,00061 = 0,00000P(Onda gorda|<Deck Salva Vidas, Sul, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00031/0,00061 = 0,51193";0.5119311699857476;0.04589560557158851;0.4421732244426638;0.0;"10.5";"Leste";"Meio a um metro"
398;"Sul";"Deck Salva Vidas";"Vento Muito Fresco";"Onda gorda";"2020-05-06 10:00:00";"P(Fechando|<Deck Salva Vidas, Sul, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00027/0,00061 = 0,44217P(Cavado|<Deck Salva Vidas, Sul, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00003/0,00061 = 0,04590P(Alinhado|<Deck Salva Vidas, Sul, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00000/0,00061 = 0,00000P(Onda gorda|<Deck Salva Vidas, Sul, Vento Moderado, 11, Leste, Meio a um metro>) = 0,00031/0,00061 = 0,51193";0.5119311699857476;0.04589560557158851;0.4421732244426638;0.0;"10.4";"Leste";"Meio a um metro"
399;"Sul";"Deck Salva Vidas";"Vento Forte";"Cavado";"2020-05-06 12:00:00";"P(Fechando|<Deck Salva Vidas, Sul, Vento Muito Fresco, 10, Leste, Meio a um metro>) = 0,00015/0,00025 = 0,61965P(Cavado|<Deck Salva Vidas, Sul, Vento Muito Fresco, 10, Leste, Meio a um metro>) = 0,00005/0,00025 = 0,19037P(Alinhado|<Deck Salva Vidas, Sul, Vento Muito Fresco, 10, Leste, Meio a um metro>) = 0,00000/0,00025 = 0,00000P(Onda gorda|<Deck Salva Vidas, Sul, Vento Muito Fresco, 10, Leste, Meio a um metro>) = 0,00005/0,00025 = 0,18998";0.18998383710627148;0.19036645526520365;0.6196497076285248;0.0;"10.3";"Leste";"Meio a um metro"
400;"Sul";"Deck Salva Vidas";"Vento Forte";"Onda gorda";"2020-05-06 13:00:00";"P(Fechando|<Deck Salva Vidas, Sul, Vento Forte, 10, Leste, Meio a um metro>) = 0,00004/0,00006 = 0,70407P(Cavado|<Deck Salva Vidas, Sul, Vento Forte, 10, Leste, Meio a um metro>) = 0,00001/0,00006 = 0,16823P(Alinhado|<Deck Salva Vidas, Sul, Vento Forte, 10, Leste, Meio a um metro>) = 0,00000/0,00006 = 0,00000P(Onda gorda|<Deck Salva Vidas, Sul, Vento Forte, 10, Leste, Meio a um metro>) = 0,00001/0,00006 = 0,12770";0.12769588500774554;0.1682345766229837;0.7040695383692708;0.0;"10.3";"Leste";"Meio a um metro"
401;"Sul";"Deck Salva Vidas";"Vento Forte";"Fechando";"2020-05-06 16:00:00";"P(Fechando|<Deck Salva Vidas, Sul, Vento Forte, 10, Leste, Meio a um metro>) = 0,00004/0,00006 = 0,70407P(Cavado|<Deck Salva Vidas, Sul, Vento Forte, 10, Leste, Meio a um metro>) = 0,00001/0,00006 = 0,16823P(Alinhado|<Deck Salva Vidas, Sul, Vento Forte, 10, Leste, Meio a um metro>) = 0,00000/0,00006 = 0,00000P(Onda gorda|<Deck Salva Vidas, Sul, Vento Forte, 10, Leste, Meio a um metro>) = 0,00001/0,00006 = 0,12770";0.12769588500774554;0.1682345766229837;0.7040695383692708;0.0;"8.5";"Nordeste";"Meio a um metro"
402;"Norte";"Deck Salva Vidas";"Vento Muito Fresco";"Onda gorda";"2020-05-10 07:00:00";"P(Fechando|<Deck Salva Vidas, Sul, Vento Forte, 9, Nordeste, Meio a um metro>) = 0,00002/0,00004 = 0,44883P(Cavado|<Deck Salva Vidas, Sul, Vento Forte, 9, Nordeste, Meio a um metro>) = 0,00000/0,00004 = 0,07577P(Alinhado|<Deck Salva Vidas, Sul, Vento Forte, 9, Nordeste, Meio a um metro>) = 0,00000/0,00004 = 0,01127P(Onda gorda|<Deck Salva Vidas, Sul, Vento Forte, 9, Nordeste, Meio a um metro>) = 0,00002/0,00004 = 0,46413";0.46412647792357015;0.07577137422248685;0.4488279871154786;0.01127416073846426;"8.8";"Leste";"Meio a um metro"
403;"Noroeste";"Deck Salva Vidas";"Vento Muito Fresco";"Cavado";"2020-05-10 09:00:00";"P(Fechando|<Deck Salva Vidas, Norte, Vento Muito Fresco, 9, Leste, Meio a um metro>) = 0,00004/0,00015 = 0,25380P(Cavado|<Deck Salva Vidas, Norte, Vento Muito Fresco, 9, Leste, Meio a um metro>) = 0,00001/0,00015 = 0,04318P(Alinhado|<Deck Salva Vidas, Norte, Vento Muito Fresco, 9, Leste, Meio a um metro>) = 0,00000/0,00015 = 0,01504P(Onda gorda|<Deck Salva Vidas, Norte, Vento Muito Fresco, 9, Leste, Meio a um metro>) = 0,00010/0,00015 = 0,68797";0.6879679398447555;0.043184894856497784;0.25380405025835295;0.015043115040393889;"8.9";"Leste";"Meio a um metro"
404;"Noroeste";"Deck Salva Vidas";"Vento Muito Fresco";"Onda gorda";"2020-05-10 11:00:00";"P(Fechando|<Deck Salva Vidas, Noroeste, Vento Muito Fresco, 9, Leste, Meio a um metro>) = 0,00006/0,00018 = 0,32786P(Cavado|<Deck Salva Vidas, Noroeste, Vento Muito Fresco, 9, Leste, Meio a um metro>) = 0,00001/0,00018 = 0,05756P(Alinhado|<Deck Salva Vidas, Noroeste, Vento Muito Fresco, 9, Leste, Meio a um metro>) = 0,00000/0,00018 = 0,01203P(Onda gorda|<Deck Salva Vidas, Noroeste, Vento Muito Fresco, 9, Leste, Meio a um metro>) = 0,00011/0,00018 = 0,60255";0.6025509998315369;0.057556938612866364;0.32786236017315645;0.01202970138244012;"6.2";"Leste";"Meio a um metro"
405;"Norte";"Deck Salva Vidas";"Vento Fresco";"Onda gorda";"2020-05-10 14:00:00";"P(Fechando|<Deck Salva Vidas, Noroeste, Vento Muito Fresco, 6, Leste, Meio a um metro>) = 0,00030/0,00094 = 0,31923P(Cavado|<Deck Salva Vidas, Noroeste, Vento Muito Fresco, 6, Leste, Meio a um metro>) = 0,00004/0,00094 = 0,04483P(Alinhado|<Deck Salva Vidas, Noroeste, Vento Muito Fresco, 6, Leste, Meio a um metro>) = 0,00001/0,00094 = 0,01406P(Onda gorda|<Deck Salva Vidas, Noroeste, Vento Muito Fresco, 6, Leste, Meio a um metro>) = 0,00059/0,00094 = 0,62188";0.6218835933413811;0.04483292724496655;0.3192280047865571;0.014055474627095166;"5.0";"Nordeste";"Meio a um metro"
406;"Sudeste";"Deck Salva Vidas";"Vento Muito Fresco";"Onda gorda";"2020-05-10 17:00:00";"P(Fechando|<Deck Salva Vidas, Norte, Vento Fresco, 5, Nordeste, Meio a um metro>) = 0,00004/0,00086 = 0,05125P(Cavado|<Deck Salva Vidas, Norte, Vento Fresco, 5, Nordeste, Meio a um metro>) = 0,00001/0,00086 = 0,01065P(Alinhado|<Deck Salva Vidas, Norte, Vento Fresco, 5, Nordeste, Meio a um metro>) = 0,00001/0,00086 = 0,01267P(Onda gorda|<Deck Salva Vidas, Norte, Vento Fresco, 5, Nordeste, Meio a um metro>) = 0,00080/0,00086 = 0,92543";0.9254326436439247;0.01064770607356675;0.05124531768647245;0.012674332596036033;"7.4";"Leste";"Meio a um metro"
